,价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁,所在楼层,总楼层,地铁数,距离地铁距离
3266,2760,11,8321-B,3室1卫,16/16层,丰台区,首经贸,万年花城一期,"距10号线,房山线首经贸站600米",16,16,2,600
3267,3650,17,117050-C,3室1卫,2/21层,西城区,湾子,丽水莲花,距7号线湾子站150米,2,21,1,150
3268,1390,10,123472-A,4室1卫,1/6层,房山区,广阳城,碧波园,距房山线广阳城站500米,1,6,1,500
3269,3010,15,123789-B,3室1卫,4/25层,丰台区,六里桥,吴家场铁路小区,"距9号线,10号线六里桥站1150米",4,25,2,1150
3270,1800,8,122257-B,2室1卫,5/6层,顺义区,顺义,胜利小区,距15号线顺义站700米,5,6,1,700
3271,2500,6,122870-A,3室1卫,1/6层,朝阳区,团结湖,团结湖北二条,"距3号线,10号线团结湖站300米",1,6,2,300
3272,3210,10,122870-B,3室1卫,1/6层,朝阳区,团结湖,团结湖北二条,"距3号线,10号线团结湖站300米",1,6,2,300
3273,5620,45,129962-A,1室1卫,3/6层,朝阳区,传媒大学,定福庄南里1号院,距八通线传媒大学站850米,3,6,1,850
3274,2260,7,133510-A,4室1卫,2/3层,丰台区,方庄,芳城园二区,距14号线东段方庄站650米,2,3,1,650
3275,2290,10,11697-B,3室1卫,20/25层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,20,25,1,550
3276,1510,14,137988-B,3室1卫,10/15层,房山区,良乡大学城西,紫汇家园,距房山线良乡大学城西站550米,10,15,1,550
3277,3000,23,12333-A,3室1卫,1/6层,朝阳区,黄渠,常营民族家园B区,距6号线黄渠站800米,1,6,1,800
3278,2450,16,12333-C,3室1卫,1/6层,朝阳区,黄渠,常营民族家园B区,距6号线黄渠站800米,1,6,1,800
3279,2840,18,139628-A,3室1卫,5/22层,朝阳区,双合,建工双合家园,距7号线双合站350米,5,22,1,350
3280,3070,22,135728-B,4室1卫,1/11层,顺义区,花梨坎,吉祥花园,距15号线花梨坎站450米,1,11,1,450
3281,2510,18,13629-A,3室1卫,5/6层,朝阳区,草房,连心园东区,距6号线草房站500米,5,6,1,500
3282,2810,13,152018-B,2室1卫,4/6层,昌平区,天通苑东,天通苑东二区,距17号线天通苑东站650米,4,6,1,650
3283,2860,17,150247-A,2室1卫,4/6层,丰台区,海户屯,马公庄,距8号线南段海户屯站750米,4,6,1,750
3284,3610,11,152694-A,2室1卫,2/26层,海淀区,永泰庄,水木天成,距8号线永泰庄站1050米,2,26,1,1050
3285,1520,11,141042-B,3室1卫,18/22层,房山区,广阳城,城建广悦居,距房山线广阳城站750米,18,22,1,750
3286,2630,9,155412-A,3室1卫,7/16层,朝阳区,青年路,甘露园南里二区,距6号线青年路站800米,7,16,1,800
3287,2390,26,158200-D,5室1卫,1/6层,房山区,广阳城,世茂维拉,距房山线广阳城站700米,1,6,1,700
3288,2200,20,158200-E,5室1卫,1/6层,房山区,广阳城,世茂维拉,距房山线广阳城站700米,1,6,1,700
3289,2510,15,19572-B,3室1卫,4/6层,朝阳区,常营,连心园西区,距6号线常营站800米,4,6,1,800
3290,1700,10,19872-A,4室1卫,4/6层,通州区,万盛东,小稿村,距7号线万盛东站1200米,4,6,1,1200
3291,2850,14,22386-C,3室1卫,14/28层,丰台区,方庄,芳城园一区,距14号线东段方庄站550米,14,28,1,550
3292,2840,9,25237-B,4室1卫,11/29层,朝阳区,十里堡,晨光家园,距6号线十里堡站550米,11,29,1,550
3293,1530,14,26686-B,3室1卫,6/6层,房山区,良乡大学城西,玉竹园小区一里,距房山线良乡大学城西站450米,6,6,1,450
3294,2930,18,33010-C,3室1卫,19/22层,朝阳区,双合,建工双合家园,距7号线双合站350米,19,22,1,350
3295,2700,11,38992-A,2室1卫,17/28层,丰台区,西铁营,亚林上苑,距14号线东段西铁营站100米,17,28,1,100
3296,5100,66,39804-A,1室1卫,11/13层,丰台区,海户屯,珠江骏景南区,距8号线南段海户屯站400米,11,13,1,400
3297,1790,7,38302-A,4室1卫,8/17层,通州区,物资学院路,金地格林格林,距6号线物资学院路站2950米,8,17,1,2950
3298,1490,10,45860-D,4室1卫,3/6层,房山区,良乡大学城西,鸿顺园东区,距房山线良乡大学城西站350米,3,6,1,350
3299,2970,20,50861-C,4室1卫,7/26层,通州区,通州北关,财富东方,距6号线通州北关站800米,7,26,1,800
3300,2240,17,51716-B,4室1卫,9/9层,房山区,长阳,长阳半岛4号院,距房山线长阳站550米,9,9,1,550
3301,2450,10,60559-B,4室1卫,6/28层,朝阳区,草房,住欣家园,距6号线草房站450米,6,28,1,450
3302,2510,10,61040-A,3室1卫,13/16层,朝阳区,常营,北辰福第南区,距6号线常营站250米,13,16,1,250
3303,2820,11,61040-B,3室1卫,13/16层,朝阳区,常营,北辰福第南区,距6号线常营站250米,13,16,1,250
3304,2190,15,61335-C,3室1卫,6/7层,通州区,北神树,金色漫香林五期,距亦庄线万源街站3000米,6,7,1,3000
3305,1910,8,63487-B,3室1卫,1/27层,通州区,次渠南,次渠家园东里5区,距亦庄线次渠南站550米,1,27,1,550
3306,3040,17,6534-B,4室1卫,12/24层,丰台区,六里桥东,华源一里,距9号线六里桥东站650米,12,24,1,650
3307,1470,8,74401-D,4室1卫,5/10层,房山区,长阳,倘徉嘉园,,5,10,0,-1
3308,2610,15,71414-B,3室1卫,4/6层,朝阳区,常营,连心园西区,距6号线常营站800米,4,6,1,800
3309,1830,9,77342-C,6室2卫,3/29层,大兴区,天宫院,保利春天里二区,距4号线大兴线天宫院站150米,3,29,2,150
3310,1550,12,70681-D,4室1卫,5/6层,房山区,长阳,天泰新景家园,距房山线长阳站1450米,5,6,1,1450
3311,2030,11,767-B,3室1卫,10/23层,朝阳区,管庄,管庄新村,距八通线管庄站600米,10,23,1,600
3312,2260,11,120153-C,4室1卫,5/7层,丰台区,角门东,马家堡东里,距10号线角门东站1200米,5,7,1,1200
3313,1860,8,125386-A,3室1卫,11/11层,朝阳区,管庄,远洋一方润园3号院,距八通线管庄站900米,11,11,1,900
3314,1740,10,121268-C,3室1卫,5/6层,通州区,通州北关,永顺南里2号院,距6号线通州北关站1300米,5,6,1,1300
3315,1970,11,140856-B,3室1卫,7/9层,通州区,通州北关,K2清水湾,距6号线通州北关站1950米,7,9,1,1950
3316,2620,13,140399-C,3室1卫,14/24层,丰台区,方庄,方安苑小区,距14号线东段方庄站1000米,14,24,1,1000
3317,2800,11,13047-A,4室1卫,17/29层,丰台区,马家堡,嘉园一里,距4号线大兴线马家堡站50米,17,29,2,50
3318,1890,9,141469-B,4室1卫,11/27层,通州区,次渠南,次渠家园东里8区,距亦庄线次渠南站700米,11,27,1,700
3319,2860,9,151846-A,3室1卫,4/6层,海淀区,马连洼,菊园,距13号线上地站2500米,4,6,1,2500
3320,2140,8,152316-B,2室1卫,17/24层,通州区,通州北关,碧水明珠,距6号线通州北关站850米,17,24,1,850
3321,2180,13,148866-B,2室1卫,3/6层,通州区,梨园,云景西里南区,距八通线梨园站850米,3,6,1,850
3322,2330,12,1418-B,4室1卫,16/28层,朝阳区,星火,姚家园东里7号院,"距3号线,20号线星火站800米",16,28,2,800
3323,4830,13,15513-B,2室1卫,13/28层,西城区,达官营,远见名苑,"距7号线,16号线达官营站400米",13,28,2,400
3324,2050,6,1652-C,4室1卫,2/13层,朝阳区,青年路,金隅泰和园,距6号线青年路站1250米,2,13,1,1250
3325,2200,9,20854-B,3室1卫,3/21层,丰台区,樊羊路,花香东苑,距房山线樊羊路站450米,3,21,1,450
3326,2430,13,23257-B,2室1卫,3/18层,大兴区,瀛海,南海家园一里,距亦庄线荣昌东街站3850米,3,18,1,3850
3327,2210,9,2276-B,3室1卫,4/18层,昌平区,回龙观东大街,紫金新干线四期,距8号线回龙观东大街站1400米,4,18,1,1400
3328,2250,13,19768-D,4室1卫,9/29层,丰台区,樊羊路,花香东苑,距房山线樊羊路站450米,9,29,1,450
3329,2770,24,21215-C,5室1卫,2/13层,顺义区,南法信,焦各庄街2号院,距15号线南法信站950米,2,13,1,950
3330,1740,6,24457-C,4室1卫,2/22层,朝阳区,双合,建工双合家园,距7号线双合站350米,2,22,1,350
3331,3000,19,2312-C,3室1卫,4/6层,朝阳区,星火,姚家园西里3号院,"距3号线,20号线星火站350米",4,6,2,350
3332,3130,13,26775-B,3室1卫,11/19层,丰台区,菜户营,天伦北里,距7号线广安门内站2200米,11,19,1,2200
3333,1840,10,30623-B,3室1卫,7/11层,通州区,通州北关,珠江丽景家园,距6号线通州北关站2300米,7,11,1,2300
3334,2580,15,30636-B,3室1卫,8/11层,朝阳区,孙河,康营小区5区,距15号线孙河站950米,8,11,1,950
3335,1450,14,31972-A,3室1卫,6/6层,房山区,广阳城,小西庄回迁楼,距房山线广阳城站1300米,6,6,1,1300
3336,2370,11,34232-A,2室1卫,7/18层,通州区,次渠,次渠家园北里2区,"距亦庄线,17号线次渠站1350米",7,18,2,1350
3337,1780,9,36115-D,4室1卫,5/6层,通州区,北运河西,三元村小区,距6号线北运河西站1100米,5,6,1,1100
3338,3040,14,3510-A,3室1卫,14/24层,朝阳区,青年路,富华家园,距6号线青年路站950米,14,24,1,950
3339,3570,22,43420-B,4室1卫,7/13层,昌平区,生命科学园,领秀慧谷D区,距昌平线生命科学园站700米,7,13,1,700
3340,2320,11,43950-B,4室1卫,7/13层,丰台区,樊羊路,益辰欣园,距房山线樊羊路站450米,7,13,1,450
3341,2240,11,43944-B,3室1卫,1/18层,朝阳区,管庄,管庄新村,距八通线管庄站600米,1,18,1,600
3342,1560,15,45860-C,4室1卫,3/6层,房山区,良乡大学城西,鸿顺园东区,距房山线良乡大学城西站350米,3,6,1,350
3343,2570,8,47279-A,2室1卫,3/5层,丰台区,大红门,苗圃东里,"距8号线南段,10号线大红门站250米",3,5,2,250
3344,2410,12,47163-B,4室1卫,11/15层,朝阳区,传媒大学,艺水芳园,距八通线传媒大学站950米,11,15,1,950
3345,2910,19,51460-B,3室1卫,4/6层,丰台区,北京南站,马家堡路29号院,"距4号线大兴线,14号线东段北京南站站750米",4,6,3,750
3346,1720,14,54515-D,4室1卫,5/6层,顺义区,顺义,建新南区,距15号线顺义站1050米,5,6,1,1050
3347,2460,9,5400-A,3室1卫,14/28层,朝阳区,传媒大学,北花园小区,距八通线传媒大学站600米,14,28,1,600
3348,2980,17,5467-C,3室1卫,8/18层,朝阳区,褡裢坡,泰福苑一区,距6号线褡裢坡站500米,8,18,1,500
3349,2750,14,5504-C,3室1卫,17/28层,朝阳区,传媒大学,北花园小区,距八通线传媒大学站600米,17,28,1,600
3350,2300,14,68639-C,3室1卫,5/6层,朝阳区,黄渠,常营民族家园G区,距6号线黄渠站1000米,5,6,1,1000
3351,2470,11,69490-B,3室1卫,4/6层,丰台区,马家堡,玉林里小区,距4号线大兴线马家堡站1600米,4,6,2,1600
3352,3640,15,73451-C,4室1卫,5/19层,朝阳区,双井,时代国际嘉园,"距7号线,10号线双井站300米",5,19,2,300
3353,2940,12,77703-C,3室1卫,6/18层,西城区,陶然亭,新安中里,距4号线大兴线陶然亭站1250米,6,18,2,1250
3354,2230,7,81332-D,4室1卫,3/7层,西城区,天桥,天坛西里东区,距8号线南段天桥站800米,3,7,1,800
3355,3070,18,9558-B,4室1卫,11/18层,朝阳区,潘家园,潘家园东里,距10号线潘家园站700米,11,18,1,700
3356,3130,17,116388-C,3室1卫,4/6层,朝阳区,四惠东,甘露园南里一区,距6号线青年路站950米,4,6,1,950
3357,2970,12,10642-B,3室2卫,19/28层,西城区,达官营,恒昌花园,"距7号线,16号线达官营站300米",19,28,2,300
3358,4040,17,1045-C,4室2卫,2/17层,海淀区,海淀五路居,武警3师16支队家属院,距6号线海淀五路居站1000米,2,17,1,1000
3359,2500,10,124973-C,3室1卫,20/29层,朝阳区,传媒大学,北花园小区,距八通线传媒大学站600米,20,29,1,600
3360,1400,14,125292-C,4室1卫,3/6层,房山区,广阳城,张家场周转房,距房山线广阳城站1200米,3,6,1,1200
3361,3460,10,11112-A,3室1卫,5/5层,海淀区,圆明园,北河沿小区,距4号线大兴线圆明园站250米,5,5,2,250
3362,3480,18,135973-B,2室1卫,5/25层,丰台区,方庄,芳星园三区,距14号线东段方庄站650米,5,25,1,650
3363,3290,17,137139-B,2室1卫,2/6层,丰台区,北京南站,洋桥北里,"距4号线大兴线,14号线东段北京南站站300米",2,6,3,300
3364,5590,53,145650-A,2室1卫,3/5层,朝阳区,双桥,周井大院,距八通线双桥站550米,3,5,1,550
3365,3150,13,152714-A,2室1卫,14/30层,丰台区,菜户营,金兴苑,"距10号线,大兴机场线草桥站2500米",14,30,2,2500
3366,3390,18,155412-B,3室1卫,7/16层,朝阳区,青年路,甘露园南里二区,距6号线青年路站800米,7,16,1,800
3367,2970,14,14638-B,2室1卫,16/16层,朝阳区,传媒大学,妇联小区,距八通线传媒大学站1000米,16,16,1,1000
3368,2660,13,1128-B,3室1卫,1/9层,朝阳区,星火,姚家园西里2号院,"距3号线,20号线星火站400米",1,9,2,400
3369,3140,18,20638-A,2室1卫,3/6层,海淀区,玉泉路,青塔秀园,距1号线玉泉路站1950米,3,6,1,1950
3370,2910,19,21231-C,4室1卫,19/22层,丰台区,石榴庄,康泽园,距10号线石榴庄站600米,19,22,1,600
3371,2010,8,22892-C,4室1卫,2/28层,丰台区,樊羊路,花香东苑,距房山线樊羊路站450米,2,28,1,450
3372,2480,11,2197-B,3室1卫,8/18层,昌平区,回龙观东大街,紫金新干线四期,距8号线回龙观东大街站1400米,8,18,1,1400
3373,2750,10,32066-C,4室1卫,5/17层,朝阳区,成寿寺,方庄南路18号院,距10号线成寿寺站700米,5,17,1,700
3374,3250,15,3225-A,3室1卫,7/18层,朝阳区,成寿寺,方庄南路18号院,距10号线成寿寺站700米,7,18,1,700
3375,2650,11,3719-B,3室1卫,1/17层,西城区,达官营,京铁和园,"距7号线,16号线达官营站1600米",1,17,2,1600
3376,2300,10,3932-C,4室1卫,31/31层,朝阳区,常营,富力阳光美园,距6号线常营站650米,31,31,1,650
3377,2820,8,47257-C,4室1卫,27/33层,朝阳区,传媒大学,珠江绿洲家园,距八通线传媒大学站550米,27,33,1,550
3378,2900,13,48826-C,3室1卫,9/27层,丰台区,石榴庄,慧时欣园,距10号线石榴庄站200米,9,27,1,200
3379,1350,9,53003-B,3室1卫,3/17层,房山区,良乡大学城西,紫汇家园,距房山线良乡大学城西站550米,3,17,1,550
3380,2810,11,60568-C,3室1卫,3/6层,西城区,达官营,车站东街甲5号院,"距7号线,16号线达官营站900米",3,6,2,900
3381,2830,23,63159-A,4室1卫,8/34层,朝阳区,欢乐谷景区,北京华侨城1号院,距7号线欢乐谷景区站350米,8,34,1,350
3382,2390,13,6106-B,3室1卫,7/11层,朝阳区,垡头,垡头翠城盛园社区,距7号线垡头站500米,7,11,1,500
3383,3430,15,64401-A,2室1卫,3/14层,西城区,湾子,三义西里,距7号线湾子站100米,3,14,1,100
3384,2440,14,6525-B,5室2卫,5/6层,通州区,物资学院路,西富河园,距6号线物资学院路站100米,5,6,1,100
3385,3570,8,72080-B,2室1卫,13/21层,海淀区,牡丹园,月季园（牡丹园）,"距10号线,19号线牡丹园站550米",13,21,2,550
3386,2500,12,72788-A,3室1卫,18/28层,朝阳区,小红门,鸿博家园二期C区,距亦庄线小红门站550米,18,28,1,550
3387,2710,14,66773-A,3室1卫,1/12层,丰台区,四环路,银地家园,距房山线四环路站1450米,1,12,1,1450
3388,3040,10,79335-B,2室1卫,2/6层,西城区,湾子,湾子街社区,距7号线湾子站650米,2,6,1,650
3389,2510,11,8177-C,3室1卫,9/18层,朝阳区,星火,姚家园东里8号院,"距3号线,20号线星火站800米",9,18,2,800
3390,3140,12,119181-B,3室1卫,13/25层,丰台区,方庄,紫芳园一区,距14号线东段方庄站300米,13,25,1,300
3391,6290,47,10418-A,1室1卫,3/6层,东城区,安定门,青年湖东里,距2号线安定门站750米,3,6,1,750
3392,1560,14,126143-A,3室1卫,3/6层,房山区,广阳城,小西庄回迁楼,距房山线广阳城站1300米,3,6,1,1300
3393,1990,10,1092-B,3室1卫,2/18层,朝阳区,管庄,管庄新村,距八通线管庄站600米,2,18,1,600
3394,2300,9,12174-A,4室1卫,4/6层,顺义区,国展,莲竹花园,距15号线国展站350米,4,6,1,350
3395,2270,9,12174-B,4室1卫,4/6层,顺义区,国展,莲竹花园,距15号线国展站350米,4,6,1,350
3396,2230,10,12174-C,4室1卫,4/6层,顺义区,国展,莲竹花园,距15号线国展站350米,4,6,1,350
3397,2710,16,140145-D,4室1卫,9/31层,丰台区,大井,丰体时代花园,距14号线西段大井站400米,9,31,1,400
3398,1840,6,139628-C,3室1卫,5/22层,朝阳区,双合,建工双合家园,距7号线双合站350米,5,22,1,350
3399,2380,8,144342-B,2室1卫,4/6层,丰台区,丰台南路,新华街二里,距9号线丰台南路站300米,4,6,1,300
3400,1660,14,141042-A,3室1卫,18/22层,房山区,广阳城,城建广悦居,距房山线广阳城站750米,18,22,1,750
3401,2380,7,1444-C,4室1卫,4/17层,朝阳区,高碑店,金隅汇星苑,距6号线青年路站1450米,4,17,1,1450
3402,3680,19,19948-B,2室1卫,2/6层,丰台区,六里桥东,太平桥西里,距9号线六里桥东站300米,2,6,1,300
3403,2530,13,20617-A,4室1卫,10/13层,丰台区,角门东,枫南世嘉,距10号线角门东站700米,10,13,1,700
3404,3550,11,20417-B,5室1卫,7/27层,朝阳区,阜通,大西洋新城,距14号线东段阜通站350米,7,27,1,350
3405,1940,8,19327-C,4室1卫,8/24层,丰台区,樊羊路,花香东苑,距房山线樊羊路站450米,8,24,1,450
3406,3440,19,23975-A,3室1卫,8/22层,丰台区,丰台站,三环新城8号院,"距10号线,16号线丰台站站200米",8,22,2,200
3407,2460,16,23221-A,3室1卫,5/6层,大兴区,亦庄文化园,新康家园,距亦庄线亦庄文化园站750米,5,6,1,750
3408,2530,11,27752-B,3室1卫,20/28层,通州区,物资学院路,新建村二期,距6号线物资学院路站550米,20,28,1,550
3409,1420,5,30943-A,3室1卫,13/21层,通州区,通州北关,富力惠兰美居,距6号线通州北关站3100米,13,21,1,3100
3410,2050,12,2911-D,6室2卫,6/6层,朝阳区,星火,姚家园西里5号院,"距3号线,20号线星火站600米",6,6,2,600
3411,1990,9,31532-B,3室1卫,7/21层,朝阳区,小红门,鸿博家园二期A区,距亦庄线小红门站400米,7,21,1,400
3412,2400,9,48386-C,4室1卫,8/31层,丰台区,丰台站,三环新城7号院,"距10号线,16号线丰台站站450米",8,31,2,450
3413,3070,15,5355-B,3室1卫,7/19层,朝阳区,星火,姚家园东里7号院,"距3号线,20号线星火站800米",7,19,2,800
3414,2670,15,63159-D,4室1卫,8/34层,朝阳区,欢乐谷景区,北京华侨城1号院,距7号线欢乐谷景区站350米,8,34,1,350
3415,1760,10,64701-A,4室1卫,2/6层,大兴区,五福堂,菊源里,距8号线南段五福堂站250米,2,6,1,250
3416,2820,9,66324-A,3室1卫,4/6层,海淀区,五棵松,复兴路32号院,距1号线五棵松站500米,4,6,1,500
3417,2910,13,66324-C,3室1卫,4/6层,海淀区,五棵松,复兴路32号院,距1号线五棵松站500米,4,6,1,500
3418,2570,12,116646-C,3室1卫,2/24层,丰台区,分钟寺,四方景园五区,距10号线分钟寺站1050米,2,24,1,1050
3419,2650,9,121504-A,3室1卫,1/6层,海淀区,永泰庄,永泰东里,距8号线永泰庄站350米,1,6,1,350
3420,5780,68,127246-A,2室1卫,2/25层,丰台区,六里桥,吴家村路10号院,"距9号线,10号线六里桥站1050米",2,25,2,1050
3421,2660,14,135764-C,3室1卫,4/7层,海淀区,五棵松,青塔东里,距1号线五棵松站1500米,4,7,1,1500
3422,1460,15,140999-C,3室1卫,3/6层,房山区,广阳城,张家场周转房,距房山线广阳城站1200米,3,6,1,1200
3423,3580,17,146715-A,3室1卫,8/18层,朝阳区,阜通,花家地西里,距14号线东段阜通站900米,8,18,1,900
3424,2070,9,152415-A,3室1卫,5/6层,朝阳区,八里桥,八里桥南街,距八通线八里桥站600米,5,6,1,600
3425,2850,10,153189-A,3室1卫,3/6层,海淀区,农大南路,万树园,距16号线农大南路站850米,3,6,1,850
3426,4030,19,154321-A,2室0卫,3/6层,海淀区,海淀五路居,定慧北里,距6号线海淀五路居站800米,3,6,1,800
3427,1820,7,18372-B,3室1卫,6/16层,顺义区,花梨坎,枫泉花园,距15号线花梨坎站700米,6,16,1,700
3428,2680,11,22715-A,3室1卫,9/11层,丰台区,海户屯,珠江骏景中区,距8号线南段海户屯站400米,9,11,1,400
3429,3410,21,31833-D,5室1卫,5/10层,昌平区,朱辛庄,领秀慧谷C区,"距昌平线,8号线朱辛庄站900米",5,10,2,900
3430,3060,11,2839-C,3室1卫,19/34层,昌平区,龙泽,融泽嘉园新2号院,距13号线龙泽站1150米,19,34,1,1150
3431,1420,9,33217-A,5室2卫,6/7层,通州区,通运门,新潮嘉园二期,距6号线通运门站4150米,6,7,1,4150
3432,2820,9,3225-B,3室1卫,7/18层,朝阳区,成寿寺,方庄南路18号院,距10号线成寿寺站700米,7,18,1,700
3433,1690,11,35490-C,3室1卫,5/6层,通州区,通州北关,刘庄新村,距6号线通州北关站2700米,5,6,1,2700
3434,2250,10,3826-A,3室1卫,10/18层,朝阳区,垡头,垡头翠城馨园北区,距7号线垡头站650米,10,18,1,650
3435,2150,10,42643-B,2室1卫,17/20层,通州区,物资学院路,悦澜水岸家园,距6号线物资学院路站2350米,17,20,1,2350
3436,1600,14,45860-A,4室1卫,3/6层,房山区,良乡大学城西,鸿顺园东区,距房山线良乡大学城西站350米,3,6,1,350
3437,1340,9,43157-A,4室1卫,6/6层,通州区,通运门,新潮嘉园二期,距6号线通运门站4150米,6,6,1,4150
3438,1700,12,43157-C,4室1卫,6/6层,通州区,通运门,新潮嘉园二期,距6号线通运门站4150米,6,6,1,4150
3439,2550,16,50145-B,3室1卫,5/6层,朝阳区,孙河,康营小区D区,距15号线孙河站1300米,5,6,1,1300
3440,1720,11,41387-A,3室1卫,5/6层,通州区,物资学院路,翠福园,距6号线物资学院路站2350米,5,6,1,2350
3441,2530,13,53590-A,3室1卫,22/22层,朝阳区,双合,建工双合家园,距7号线双合站350米,22,22,1,350
3442,3340,25,5329-C,3室1卫,5/28层,朝阳区,传媒大学,北花园小区,距八通线传媒大学站600米,5,28,1,600
3443,1960,14,57272-B,3室1卫,5/6层,顺义区,石门,石景苑,距15号线石门站850米,5,6,1,850
3444,2830,6,5614-C,4室1卫,8/18层,朝阳区,双井,首城国际,"距7号线,10号线双井站750米",8,18,2,750
3445,1830,17,61876-C,3室1卫,5/6层,通州区,通州北关,西潞苑小区,距6号线通州北关站1950米,5,6,1,1950
3446,3510,18,69670-A,2室1卫,1/26层,西城区,湾子,太平桥东里,距7号线湾子站550米,1,26,1,550
3447,3320,8,124180-B,2室1卫,5/6层,海淀区,牡丹园,钟表南园,"距10号线,19号线牡丹园站750米",5,6,2,750
3448,2460,16,145235-C,3室1卫,3/6层,顺义区,花梨坎,蓝星花园,距15号线花梨坎站600米,3,6,1,600
3449,2240,14,147150-C,3室1卫,5/6层,顺义区,顺义,双兴南区,距15号线顺义站1000米,5,6,1,1000
3450,3650,16,147919-B,2室1卫,5/6层,海淀区,永泰庄,阳光南里,距13号线上地站1550米,5,6,1,1550
3451,1990,11,13628-C,3室1卫,1/6层,通州区,通州北关,耿庄家园,距6号线通州北关站2200米,1,6,1,2200
3452,1820,13,14917-B,3室1卫,3/6层,顺义区,石门,前进花园石门苑,距15号线石门站800米,3,6,1,800
3453,2000,11,18941-B,3室1卫,3/11层,顺义区,国展,翠竹新村,距15号线国展站1800米,3,11,1,1800
3454,2130,9,20854-C,3室1卫,3/21层,丰台区,樊羊路,花香东苑,距房山线樊羊路站450米,3,21,1,450
3455,1990,10,2340-B,3室1卫,16/18层,朝阳区,管庄,管庄新村,距八通线管庄站600米,16,18,1,600
3456,2860,19,27875-B,2室1卫,9/11层,丰台区,大井,程庄北里,距14号线西段大井站1450米,9,11,1,1450
3457,1930,9,28028-C,3室1卫,1/16层,顺义区,花梨坎,枫泉花园,距15号线花梨坎站700米,1,16,1,700
3458,1650,9,30513-C,4室1卫,3/19层,顺义区,顺义,金汉绿港三区,距15号线顺义站650米,3,19,1,650
3459,2470,11,301-C,4室1卫,18/21层,朝阳区,双桥,金隅康惠园,距八通线双桥站600米,18,21,1,600
3460,2490,14,3278-B,3室1卫,3/11层,朝阳区,孙河,康营小区,距15号线孙河站1000米,3,11,1,1000
3461,2740,13,35735-B,2室1卫,1/20层,朝阳区,欢乐谷景区,金蝉南里,距7号线欢乐谷景区站500米,1,20,1,500
3462,2060,13,36454-A,4室1卫,3/6层,通州区,高楼金,瑞都公园世家北区,距7号线高楼金站650米,3,6,1,650
3463,1470,10,37403-A,4室1卫,1/14层,顺义区,石门,澜西园,距15号线石门站2200米,1,14,1,2200
3464,2050,12,3460-F,7室2卫,6/7层,朝阳区,星火,姚家园西里5号院,"距3号线,20号线星火站600米",6,7,2,600
3465,1140,10,38482-C,3室1卫,5/6层,房山区,星城,燕化星城建德四里,距燕房线星城站300米,5,6,1,300
3466,1460,9,38454-C,3室1卫,2/6层,通州区,通州北关,东潞苑,距6号线通州北关站2350米,2,6,1,2350
3467,2070,14,38260-C,3室1卫,3/6层,通州区,次渠,华馨园,"距亦庄线,17号线次渠站650米",3,6,2,650
3468,1160,13,38810-B,3室1卫,3/7层,房山区,星城,东亚朗悦居,距燕房线星城站50米,3,7,1,50
3469,1470,10,39386-B,6室2卫,6/6层,顺义区,石门,澜西园,距15号线石门站2200米,6,6,1,2200
3470,4260,20,40052-A,3室1卫,3/6层,海淀区,公主坟,柳林馆,"距1号线,10号线公主坟站450米",3,6,2,450
3471,1620,9,39851-A,3室1卫,1/28层,通州区,通州北关,K2清水湾,距6号线通州北关站1950米,1,28,1,1950
3472,1840,12,40993-B,3室1卫,1/21层,房山区,长阳,长阳国际城,距房山线长阳站800米,1,21,1,800
3473,2350,12,3891-A,3室1卫,1/6层,朝阳区,星火,姚家园西里5号院,"距3号线,20号线星火站600米",1,6,2,600
3474,2730,16,43836-B,2室1卫,1/6层,昌平区,龙泽,二拨子新村西区,距13号线龙泽站1950米,1,6,1,1950
3475,1790,9,41332-C,3室1卫,1/24层,昌平区,天通苑北,龙冠冠华苑四区,距5号线天通苑北站3750米,1,24,1,3750
3476,1350,10,44329-F,6室2卫,13/13层,顺义区,俸伯,仁和花园二区,距15号线俸伯站2650米,13,13,1,2650
3477,2480,14,45646-C,3室1卫,3/18层,朝阳区,管庄,管庄新村,距八通线管庄站600米,3,18,1,600
3478,1830,13,46065-B,4室1卫,4/15层,大兴区,德茂,瀛海家园逸园A区,距8号线南段德茂站1050米,4,15,1,1050
3479,3760,52,45349-A,1室1卫,4/6层,通州区,梨园,玉桥南里,距八通线梨园站1350米,4,6,1,1350
3480,1610,10,47755-A,3室1卫,16/16层,门头沟区,石厂,石门营新区七区东苑,距S1线石厂站700米,16,16,1,700
3481,1730,10,47755-B,3室1卫,16/16层,门头沟区,石厂,石门营新区七区东苑,距S1线石厂站700米,16,16,1,700
3482,2680,9,4596-A,4室1卫,15/20层,昌平区,龙泽,新龙城,距13号线龙泽站400米,15,20,1,400
3483,2900,13,4601-C,3室1卫,1/16层,丰台区,七里庄,望园东里,"距9号线,14号线西段七里庄站250米",1,16,2,250
3484,1690,15,51532-A,3室1卫,5/6层,门头沟区,桥户营,永兴住宅,距S1线桥户营站900米,5,6,1,900
3485,2520,10,5092-B,4室1卫,1/6层,昌平区,回龙观,龙乡中区,距13号线回龙观站850米,1,6,1,850
3486,1970,12,53616-B,4室1卫,10/11层,昌平区,昌平东关,建安里小区,距昌平线昌平东关站300米,10,11,1,300
