,价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁,所在楼层,总楼层,地铁数,距离地铁距离
4934,2200,14,73709-B,3室1卫,20/25层,通州区,梨园,云景豪庭,距八通线梨园站600米,20,25,1,600
4935,2680,12,77080-C,3室1卫,14/18层,石景山区,西黄村,雍景四季,"距1号线,6号线苹果园站2350米",14,18,2,2350
4936,2960,10,7742-B,3室1卫,7/16层,海淀区,六道口,城华园,距15号线六道口站1200米,7,16,1,1200
4937,1790,12,115964-A,4室1卫,3/6层,大兴区,高米店南,可可家园,距4号线大兴线高米店南站1650米,3,6,2,1650
4938,3280,15,120588-A,3室2卫,22/25层,朝阳区,成寿寺,成寿寺路25号院,距10号线成寿寺站650米,22,25,1,650
4939,2200,9,124997-D,4室2卫,9/21层,石景山区,苹果园,西山奥园,"距1号线,6号线苹果园站1150米",9,21,2,1150
4940,2660,6,133673-C,4室1卫,1/6层,朝阳区,望京南,花家地南里,距14号线东段望京南站1100米,1,6,1,1100
4941,2210,11,139979-C,4室1卫,7/15层,朝阳区,管庄,东一时区,距八通线管庄站1200米,7,15,1,1200
4942,2860,12,150512-B,2室1卫,20/21层,朝阳区,十里堡,日月东华,距6号线十里堡站950米,20,21,1,950
4943,2880,11,153389-A,3室1卫,13/18层,丰台区,刘家窑,刘家窑东里,距5号线刘家窑站450米,13,18,1,450
4944,3240,15,153389-B,3室1卫,13/18层,丰台区,刘家窑,刘家窑东里,距5号线刘家窑站450米,13,18,1,450
4945,3240,15,153389-C,3室1卫,13/18层,丰台区,刘家窑,刘家窑东里,距5号线刘家窑站450米,13,18,1,450
4946,3480,10,28257-B,3室1卫,3/24层,海淀区,六道口,双清路2号院,距15号线六道口站1800米,3,24,1,1800
4947,2670,16,30726-C,3室1卫,14/30层,朝阳区,东坝中街,首开畅颐园,距14号线东段将台站3500米,14,30,1,3500
4948,1540,11,29314-C,4室1卫,2/6层,通州区,通州北关,华龙小区,距6号线通州北关站2700米,2,6,1,2700
4949,3880,18,27322-B,2室1卫,2/6层,朝阳区,和平西桥,樱花东街,距13号线光熙门站600米,2,6,1,600
4950,2300,23,31817-A,3室1卫,6/6层,通州区,梨园,云景西里,距八通线梨园站750米,6,6,1,750
4951,1740,10,45112-C,4室1卫,3/6层,朝阳区,八里桥,西马庄园,距八通线八里桥站1150米,3,6,1,1150
4952,3100,8,63976-B,3室1卫,17/22层,海淀区,六道口,逸成东苑,距15号线六道口站1400米,17,22,1,1400
4953,3540,11,66466-A,3室1卫,5/6层,海淀区,知春路,罗庄西里,"距13号线,10号线知春路站350米",5,6,2,350
4954,3050,21,7105-B,4室1卫,2/6层,朝阳区,肖村,中海城圣朝菲,距亦庄线肖村站600米,2,6,1,600
4955,2210,11,8572-D,4室1卫,3/18层,朝阳区,焦化厂,燕保祈东家园一期,距7号线焦化厂站450米,3,18,1,450
4956,2920,9,134466-A,3室1卫,19/22层,朝阳区,阜通,方舟苑,距14号线东段阜通站1500米,19,22,1,1500
4957,3150,11,134466-B,3室1卫,19/22层,朝阳区,阜通,方舟苑,距14号线东段阜通站1500米,19,22,1,1500
4958,2550,22,134431-C,4室1卫,3/6层,大兴区,高米店南,可可家园,距4号线大兴线高米店南站1650米,3,6,2,1650
4959,3010,13,138187-C,4室1卫,9/16层,丰台区,大红门,建欣苑六里,"距8号线南段,10号线大红门站550米",9,16,2,550
4960,3050,25,13629-B,3室1卫,5/6层,朝阳区,草房,连心园东区,距6号线草房站500米,5,6,1,500
4961,2470,12,130442-C,3室1卫,16/18层,朝阳区,管庄,远洋一方润园,距八通线管庄站950米,16,18,1,950
4962,1880,9,17279-A,3室1卫,5/27层,大兴区,义和庄,恒大未来城,距4号线大兴线义和庄站400米,5,27,2,400
4963,2680,16,1938-A,3室1卫,5/6层,朝阳区,黄渠,常营民族家园N区,距6号线黄渠站400米,5,6,1,400
4964,2860,23,1938-C,3室1卫,5/6层,朝阳区,黄渠,常营民族家园N区,距6号线黄渠站400米,5,6,1,400
4965,2890,20,23610-D,4室1卫,6/16层,丰台区,科怡路,鸿业兴园一区,距9号线科怡路站900米,6,16,1,900
4966,5210,43,23783-A,1室1卫,6/6层,丰台区,六里桥,莲怡园一区,"距9号线,10号线六里桥站600米",6,6,2,600
4967,2510,9,2988-B,3室1卫,9/29层,朝阳区,高碑店,金隅汇星苑,距6号线青年路站1450米,9,29,1,1450
4968,2770,20,30973-C,4室1卫,11/26层,通州区,通州北关,财富东方,距6号线通州北关站800米,11,26,1,800
4969,2460,13,69296-B,2室1卫,4/6层,丰台区,火箭万源,六营门小区,距8号线南段火箭万源站50米,4,6,1,50
4970,2950,13,841-B,3室1卫,12/25层,朝阳区,成寿寺,金第润苑,距10号线成寿寺站600米,12,25,1,600
4971,3180,9,125125-B,3室1卫,4/14层,西城区,长椿街,宣武门西大街小区,距2号线长椿街站150米,4,14,1,150
4972,1900,13,128768-D,4室1卫,5/8层,大兴区,清源路,兴华园,距4号线大兴线清源路站600米,5,8,2,600
4973,2330,12,128953-D,4室1卫,27/27层,朝阳区,小红门,鸿博家园二期B区,距亦庄线小红门站550米,27,27,1,550
4974,2270,22,130872-A,2室1卫,3/6层,通州区,北运河西,玉桥北里,距6号线北运河西站1250米,3,6,1,1250
4975,2270,11,138014-A,4室1卫,14/17层,丰台区,角门东,西马金润二区,距10号线角门东站750米,14,17,1,750
4976,2330,15,30607-A,4室1卫,2/6层,通州区,通州北关,东潞苑,距6号线通州北关站2350米,2,6,1,2350
4977,3070,12,30242-A,3室1卫,11/18层,朝阳区,星火,姚家园东里7号院,"距3号线,20号线星火站800米",11,18,2,800
4978,2290,13,4476-B,8室2卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,距6号线黄渠站750米,6,6,1,750
4979,3690,14,66184-A,2室1卫,3/5层,朝阳区,东大桥,芳草地西街,"距6号线,17号线东大桥站450米",3,5,2,450
4980,3380,13,7060-B,3室1卫,3/22层,朝阳区,望京,望京西园三区,"距14号线东段,15号线望京站600米",3,22,2,600
4981,1890,7,76329-C,3室1卫,2/11层,顺义区,花梨坎,吉祥花园,距15号线花梨坎站450米,2,11,1,450
4982,2180,10,11792-C,3室1卫,4/7层,通州区,果园,翠屏北里西区,距八通线果园站400米,4,7,1,400
4983,2540,10,141654-B,3室1卫,4/27层,丰台区,科怡路,宝隆温泉公寓,距9号线科怡路站250米,4,27,1,250
4984,3020,10,12931-B,3室1卫,1/6层,朝阳区,安华桥,安贞西里三区,"距8号线,12号线安华桥站200米",1,6,2,200
4985,3230,10,13504-B,4室1卫,3/9层,海淀区,上地,金隅美和园,距13号线上地站250米,3,9,1,250
4986,3360,13,16677-B,3室1卫,14/24层,朝阳区,东湖渠,利泽西园,距14号线东段东湖渠站200米,14,24,1,200
4987,2900,10,30123-B,2室1卫,22/32层,丰台区,六里桥,泰禾西府玉苑,"距10号线,14号线西段西局站950米",22,32,2,950
4988,3430,13,65638-A,3室1卫,4/6层,朝阳区,东湖渠,利泽西园,距14号线东段东湖渠站200米,4,6,1,200
4989,2690,12,816-C,3室1卫,13/18层,朝阳区,星火,姚家园东里7号院,"距3号线,20号线星火站800米",13,18,2,800
4990,2630,12,10546-B,5室1卫,6/7层,昌平区,龙泽,龙泽苑西区,距13号线龙泽站200米,6,7,1,200
4991,2570,16,124625-C,3室1卫,2/6层,石景山区,古城,首钢古城西路,距1号线古城站950米,2,6,1,950
4992,7960,61,148459-A,2室1卫,23/29层,东城区,广渠门外,广渠家园,"距7号线,17号线广渠门外站250米",23,29,2,250
4993,2880,12,151777-B,2室1卫,19/27层,朝阳区,小红门,鸿博家园二期C区,距亦庄线小红门站550米,19,27,1,550
4994,1490,6,34907-A,3室1卫,11/20层,丰台区,张郭庄,红山郡,距14号线西段张郭庄站1750米,11,20,1,1750
4995,4170,29,374-B,4室2卫,5/16层,朝阳区,望京西,北京香颂,"距13号线,15号线望京西站550米",5,16,2,550
4996,3110,20,4075-A,4室1卫,6/6层,朝阳区,黄渠,常营民族家园三期,距6号线黄渠站200米,6,6,1,200
4997,2890,10,4218-C,5室1卫,3/22层,朝阳区,九龙山,风度柏林,"距7号线,14号线东段九龙山站500米",3,22,2,500
4998,2450,10,6314-B,3室1卫,11/21层,朝阳区,青年路,甘露晴苑,距6号线青年路站800米,11,21,1,800
4999,2830,16,6314-C,3室1卫,11/21层,朝阳区,青年路,甘露晴苑,距6号线青年路站800米,11,21,1,800
5000,1800,8,70759-A,3室1卫,5/6层,大兴区,枣园,枣园东里,距4号线大兴线枣园站200米,5,6,2,200
5001,1640,10,116425-A,3室1卫,4/6层,通州区,万盛东,群芳三园,距7号线万盛东站1100米,4,6,1,1100
5002,2630,24,148128-C,4室1卫,2/11层,大兴区,五福堂,菊源北里,距8号线南段五福堂站750米,2,11,1,750
5003,2670,23,17037-C,3室1卫,5/6层,朝阳区,常营,连心园西区,距6号线常营站800米,5,6,1,800
5004,2190,9,27641-B,3室1卫,1/7层,朝阳区,褡裢坡,福怡苑,距6号线褡裢坡站950米,1,7,1,950
5005,3390,11,38093-B,2室1卫,8/12层,朝阳区,亮马桥,顺源里,距10号线亮马桥站450米,8,12,1,450
5006,2940,16,60406-A,3室1卫,7/26层,朝阳区,褡裢坡,泰福苑二区,距6号线褡裢坡站700米,7,26,1,700
5007,2520,12,6093-B,4室1卫,6/6层,朝阳区,褡裢坡,定福庄北里1号院,距6号线褡裢坡站550米,6,6,1,550
5008,2480,16,7833-B,3室1卫,5/9层,顺义区,花梨坎,吉祥花园,距15号线花梨坎站450米,5,9,1,450
5009,2330,11,121874-B,3室1卫,9/11层,朝阳区,传媒大学,天泰北双苑,距八通线传媒大学站750米,9,11,1,750
5010,2030,14,125159-B,4室1卫,7/18层,大兴区,德茂,兴盛锦苑,距8号线南段德茂站100米,7,18,1,100
5011,2560,14,218-C,4室2卫,14/18层,丰台区,宋家庄,怡和世家,"距5号线,10号线,亦庄线宋家庄站950米",14,18,3,950
5012,2800,16,32505-A,3室1卫,3/6层,丰台区,木樨园,南木樨园,距8号线南段木樨园站550米,3,6,1,550
5013,2330,12,31842-B,3室1卫,26/27层,通州区,次渠南,次渠家园东里1区,距亦庄线次渠南站250米,26,27,1,250
5014,1900,4,7554-A,5室1卫,17/31层,朝阳区,传媒大学,珠江绿洲家园,距八通线传媒大学站550米,17,31,1,550
5015,2440,10,8018-C,3室1卫,4/6层,朝阳区,南楼梓庄,紫南家园（北区）,距7号线南楼梓庄站300米,4,6,1,300
5016,1780,9,125159-C,4室1卫,7/18层,大兴区,德茂,兴盛锦苑,距8号线南段德茂站100米,7,18,1,100
5017,2590,18,13002-A,4室1卫,20/28层,朝阳区,双合,建工双合家园,距7号线双合站350米,20,28,1,350
5018,1910,6,13002-B,4室1卫,20/28层,朝阳区,双合,建工双合家园,距7号线双合站350米,20,28,1,350
5019,2040,8,13002-C,4室1卫,20/28层,朝阳区,双合,建工双合家园,距7号线双合站350米,20,28,1,350
5020,2410,12,10906-C,4室1卫,10/15层,朝阳区,传媒大学,艺水芳园,距八通线传媒大学站950米,10,15,1,950
5021,3380,24,13042-D,4室1卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,距6号线黄渠站750米,6,6,1,750
5022,2230,10,1209-C,3室1卫,6/18层,朝阳区,管庄,管庄新村,距八通线管庄站600米,6,18,1,600
5023,3110,17,28799-B,3室1卫,4/9层,朝阳区,星火,姚家园西里2号院,"距3号线,20号线星火站400米",4,9,2,400
5024,2180,15,44860-D,4室1卫,13/28层,通州区,通州北关,中国铁建通瑞嘉苑,距6号线通州北关站2900米,13,28,1,2900
5025,3120,14,56329-A,2室1卫,1/6层,丰台区,六里桥东,太平桥西里,距9号线六里桥东站300米,1,6,1,300
5026,2470,12,829-C,3室1卫,12/16层,朝阳区,星火,姚家园东里7号院,"距3号线,20号线星火站800米",12,16,2,800
5027,2390,11,12253-A,3室1卫,5/21层,朝阳区,星火,姚家园东里7号院,"距3号线,20号线星火站800米",5,21,2,800
5028,3960,26,19457-B,4室1卫,5/14层,朝阳区,青年路,青年汇佳园,距6号线青年路站250米,5,14,1,250
5029,2140,10,2966-B,3室1卫,16/18层,朝阳区,管庄,管庄新村,距八通线管庄站600米,16,18,1,600
5030,2160,11,61874-B,3室1卫,1/6层,丰台区,丰台东大街,东幸福街社区,距9号线丰台东大街站750米,1,6,1,750
5031,2710,17,121874-C,3室1卫,9/11层,朝阳区,传媒大学,天泰北双苑,距八通线传媒大学站750米,9,11,1,750
5032,1870,19,9806-D,4室1卫,1/4层,通州区,通州北关,北通集团家属楼,距6号线通州北关站1450米,1,4,1,1450
5033,1700,10,140856-C,3室1卫,7/9层,通州区,通州北关,K2清水湾,距6号线通州北关站1950米,7,9,1,1950
5034,1820,11,17434-B,3室1卫,3/9层,通州区,物资学院路,翠福园,距6号线物资学院路站2350米,3,9,1,2350
5035,3360,24,23610-C,4室1卫,6/16层,丰台区,科怡路,鸿业兴园一区,距9号线科怡路站900米,6,16,1,900
5036,2080,8,301-B,4室1卫,18/21层,朝阳区,双桥,金隅康惠园,距八通线双桥站600米,18,21,1,600
5037,2490,17,39339-C,3室1卫,3/6层,朝阳区,常营,连心园西区,距6号线常营站800米,3,6,1,800
5038,1550,54,28896-D,5室1卫,6/6层,房山区,阎村,绿城百合公寓风荷苑,距燕房线阎村站850米,6,6,1,850
5039,1410,11,44329-A,6室2卫,13/13层,顺义区,俸伯,仁和花园二区,距15号线俸伯站2650米,13,13,1,2650
5040,2310,14,59562-A,2室1卫,3/6层,丰台区,东高地,三角地,距8号线南段东高地站350米,3,6,1,350
5041,2300,16,59562-B,2室1卫,3/6层,丰台区,东高地,三角地,距8号线南段东高地站350米,3,6,1,350
5042,3590,19,62924-B,3室1卫,8/9层,朝阳区,星火,金隅凤麟洲,"距3号线,20号线星火站550米",8,9,2,550
5043,3420,17,40919-A,3室1卫,3/9层,海淀区,海淀五路居,美丽西园,距6号线海淀五路居站350米,3,9,1,350
5044,2180,17,71540-A,3室1卫,4/5层,丰台区,火箭万源,万源南里,距8号线南段火箭万源站600米,4,5,1,600
5045,2850,13,75732-A,3室1卫,22/29层,朝阳区,青年路,金隅泰和园,距6号线青年路站1250米,22,29,1,1250
5046,2910,15,9275-C,3室1卫,8/25层,丰台区,马家堡,嘉园一里,距4号线大兴线马家堡站50米,8,25,2,50
5047,2380,10,931-A,4室1卫,21/28层,朝阳区,成寿寺,方庄南路18号院,距10号线成寿寺站700米,21,28,1,700
5048,2790,31,123720-B,2室1卫,4/6层,通州区,通州北苑,北苑55号院,距八通线通州北苑站550米,4,6,1,550
5049,2650,13,10894-D,4室1卫,4/5层,昌平区,龙泽,冠庭园,距13号线龙泽站650米,4,5,1,650
5050,2760,20,121142-A,4室1卫,4/22层,丰台区,郭庄子,和风四季,距14号线西段郭庄子站1650米,4,22,1,1650
5051,2740,12,131616-C,3室2卫,1/18层,东城区,景泰,沙子口路50号,距14号线东段景泰站600米,1,18,1,600
5052,3170,25,132355-B,4室1卫,5/12层,大兴区,高米店北,顺驰领海,距4号线大兴线高米店北站1000米,5,12,2,1000
5053,2820,13,133904-B,3室1卫,4/6层,石景山区,八宝山,鲁谷74号院,距1号线八宝山站800米,4,6,1,800
5054,2380,13,11483-B,3室1卫,1/28层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,1,28,1,550
5055,2960,10,11756-C,3室1卫,7/10层,海淀区,清河,裕和嘉园,距13号线清河站1350米,7,10,1,1350
5056,2350,20,140078-B,3室1卫,3/6层,大兴区,荣昌东街,泰河园三里,距亦庄线荣昌东街站2550米,3,6,1,2550
5057,2000,12,140078-C,3室1卫,3/6层,大兴区,荣昌东街,泰河园三里,距亦庄线荣昌东街站2550米,3,6,1,2550
5058,2110,16,140152-C,3室1卫,10/22层,昌平区,昌平,新新公寓,距昌平线昌平站400米,10,22,1,400
5059,2590,9,141232-C,3室1卫,24/25层,朝阳区,北苑,北苑家园清友园,距13号线北苑站550米,24,25,1,550
5060,2460,12,1220-A,3室1卫,1/21层,朝阳区,星火,姚家园东里7号院,"距3号线,20号线星火站800米",1,21,2,800
5061,2270,10,13782-C,3室1卫,3/28层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,3,28,1,550
5062,1710,9,13598-D,4室1卫,1/7层,大兴区,黄村西大街,星瑞家园,距4号线大兴线黄村西大街站600米,1,7,2,600
5063,2690,13,14293-C,3室1卫,10/12层,朝阳区,潘家园,潘家园小区,距10号线潘家园站1000米,10,12,1,1000
5064,2160,8,12195-C,4室1卫,5/6层,昌平区,龙泽,佰嘉城,距13号线龙泽站1300米,5,6,1,1300
5065,2530,16,18015-A,3室1卫,4/6层,朝阳区,黄渠,常营民族家园三期,距6号线黄渠站200米,4,6,1,200
5066,5140,70,19025-A,1室1卫,4/6层,朝阳区,星火,姚家园西里5号院,"距3号线,20号线星火站600米",4,6,2,600
5067,2710,11,1885-A,4室1卫,3/6层,东城区,景泰,富莱茵花园,距14号线东段景泰站550米,3,6,1,550
5068,1750,6,22808-D,4室1卫,16/26层,丰台区,樊羊路,花香东苑,距房山线樊羊路站450米,16,26,1,450
5069,3110,16,2456-B,3室1卫,5/18层,朝阳区,星火,姚家园东里7号院,"距3号线,20号线星火站800米",5,18,2,800
5070,2360,16,27755-A,4室1卫,5/6层,昌平区,龙泽,二拨子新村西区,距13号线龙泽站1950米,5,6,1,1950
5071,2560,21,27755-B,4室1卫,5/6层,昌平区,龙泽,二拨子新村西区,距13号线龙泽站1950米,5,6,1,1950
5072,2220,11,27755-C,4室1卫,5/6层,昌平区,龙泽,二拨子新村西区,距13号线龙泽站1950米,5,6,1,1950
5073,1820,12,28376-A,3室1卫,3/6层,昌平区,天通苑北,名流花园,距5号线天通苑北站2500米,3,6,1,2500
5074,3160,16,28518-B,3室1卫,4/18层,朝阳区,星火,姚家园东里7号院,"距3号线,20号线星火站800米",4,18,2,800
5075,3150,33,40232-A,1室1卫,1/5层,昌平区,昌平,西环里,距昌平线昌平站1200米,1,5,1,1200
5076,1920,10,41169-A,4室1卫,1/6层,通州区,次渠,京华园12号院,"距亦庄线,17号线次渠站350米",1,6,2,350
5077,3450,14,47962-B,3室1卫,9/28层,朝阳区,四惠,东恒时代一期,"距1号线,八通线四惠站150米",9,28,2,150
5078,1950,11,53621-C,3室1卫,1/6层,丰台区,郭庄子,五里店南里,距14号线西段郭庄子站1150米,1,6,1,1150
5079,3500,8,55655-B,2室1卫,5/6层,海淀区,知春里,双榆树北路,"距4号线大兴线,12号线人民大学站1100米",5,6,3,1100
